"Cell_Line","Compound_ID","Category","Dist","ID"
"A549","Choline Fenofibrate","PPAR receptor agonist",0.724821574184571,"2021018072_13-10"
"A549","Bezafibrate","PPAR receptor agonist",0.700893235769471,"2021018024_9-4; 2021018049_12-16"
"A549","Ciprofibrate","PPAR receptor agonist",0.649156257266357,"2021018023_11-9; 2021018048_14-19"
"A549","Clofibric Acid","PPAR receptor agonist",0.599645733339112,"2021018024_1-16; 2021018070_7-5"
"A549","Docosahexaenoic Acid","PPAR receptor agonist",0.583654119329391,"2021018074_13-7"
"A549","Fenofibrate","PPAR receptor agonist",0.458602878048877,"2021018021_12-3; 2021018138_9-15"
"A549","Clofibrate","PPAR receptor agonist",0.431440487989617,"2021018073_14-12"
"A549","Gallic acid","PPAR receptor agonist, beta amyloid protein neurotoxicity inhibitor",0.674404481601077,"2021018070_9-16"
"A549","Rosiglitazone HCl","PPAR receptor agonist, insulin sensitizer",1.64604478222273,"2021018138_1-12"
"A549","Troglitazone (CS-045)","PPAR receptor agonist, insulin sensitizer",1.51247194049968,"2021018073_10-17"
"A549","Rosiglitazone maleate","PPAR receptor agonist, insulin sensitizer",0.895965381319805,"2021018048_1-21"
"A549","Pioglitazone","PPAR receptor agonist, insulin sensitizer",0.644349004266908,"2021018021_10-16; 2021018022_10-20; 2021018048_16-13; 2021018138_13-6"
"A549","Rosiglitazone","PPAR receptor agonist, insulin sensitizer",0.508228836142622,"2021018022_12-14; 2021018048_6-9"
"A549","GSK3787","PPAR receptor antagonist",1.54047169561859,"2021018025_3-15"
"A549","GW9662","PPAR receptor antagonist",0.894576662193527,"2021018023_14-9"
"A549","T0070907","PPAR receptor antagonist",0.792768533439528,"2021018025_14-11"
"A549","UK 383367","Procollagen C-Endopeptidase Inhibitors",0.662100128567246,"2021018022_15-17"
"A549","Megestrol Acetate","progesterone receptor agonist",1.62372483294865,"2021018020_10-15; 2021018046_16-13"
"A549","Medroxyprogesterone","progesterone receptor agonist",1.40928797109742,"2021018049_7-3"
"A549","Norethindrone","progesterone receptor agonist",1.05562934766887,"2021018024_1-5; 2021018049_5-16"
"A549","Dienogest","progesterone receptor agonist",0.990497985564121,"2021018020_4-7; 2021018046_10-7"
"A549","Dydrogesterone","progesterone receptor agonist",0.859070904953208,"2021018024_13-15"
"A549","Progesterone","progesterone receptor agonist",0.807601504727751,"2021018021_1-14; 2021018046_6-22"
"A549","Etonogestrel","progesterone receptor agonist",0.712526142508684,"2021018070_8-8"
"A549","Desogestrel","progesterone receptor agonist",0.431060362273121,"2021018070_5-22"
"A549","Ulipristal","progesterone receptor antagonist",0.930228964445697,"2021018023_16-4; 2021018048_12-6"
"A549","Altrenogest","progestogen hormone",1.46351811490941,"2021018023_14-12; 2021018048_12-14"
"A549","Lynestrenol","progestogen hormone",1.30089600967653,"2021018071_1-15"
"A549","Deoxycorticosterone acetate","progestogen hormone",0.850030319863091,"2021018070_11-11"
"A549","Ethisterone","progestogen hormone",0.836993954708267,"2021018073_12-14"
"A549","Tafluprost","prostaglandin inhibitor",1.49423417694392,"2021018071_5-9"
"A549","Setipiprant(ACT-129968. KYTH-105)","prostaglandin inhibitor",1.06902805589088,"2021018072_5-4"
"A549","Fenoprofen Calcium","prostaglandin inhibitor",0.382549599775448,"2021018021_16-5; 2021018138_11-17"
"A549","Latanoprost","prostanoid receptor agonist",0.914957811505778,"2021018070_8-14"
"A549","Travoprost","prostanoid receptor agonist",0.888173229723581,"2021018049_13-19"
"A549","Prostaglandin E2 (PGE2)","prostanoid receptor agonist",0.851513926700384,"2021018048_5-16"
"A549","Misoprostol","prostanoid receptor agonist",0.849247639218089,"2021018070_10-17"
"A549","Alprostadil","prostanoid receptor agonist",0.618293934194285,"2021018021_15-3; 2021018046_7-18"
"A549","Bimatoprost","prostanoid receptor agonist",0.506803359972472,"2021018020_14-10; 2021018046_7-8"
"A549","Benzydamine HCl","prostanoid receptor antagonist",0.823467271276511,"2021018024_5-6; 2021018049_8-18"
"A549","Diflunisal","prostanoid receptor antagonist",0.747425839579492,"2021018070_13-16"
"A549","Seratrodast(AA-2414. ABT-001)","prostanoid receptor antagonist",0.723136683546919,"2021018073_16-12"
"A549","Flunixin Meglumin","prostanoid receptor antagonist",0.642514696104265,"2021018022_3-3; 2021018138_13-16"
"A549","Sodium salicylate","prostanoid receptor antagonist",0.516747774191501,"2021018023_14-8; 2021018048_14-10"
"A549","Ramatroban","prostanoid receptor antagonist",0.486268418113227,"2021018071_15-20"
"A549","Aceclofenac","prostanoid receptor antagonist",0.455182527837378,"2021018071_9-5"
"A549","Salicylic acid","prostanoid receptor antagonist",0.319462309525482,"2021018070_13-4"
"A549","Tolfenamic Acid","prostanoid receptor antagonist, cyclooxygenase inhibitor",0.967388440544344,"2021018025_15-18; 2021018138_4-15"
"A549","Loxoprofen","prostanoid receptor antagonist, cyclooxygenase inhibitor",0.954914671667275,"2021018070_6-10"
"A549","Phenylbutazone","prostanoid receptor antagonist, cyclooxygenase inhibitor",0.665250445553072,"2021018021_5-6; 2021018046_8-14"
"A549","Mesalamine","prostanoid receptor antagonist, lipoxygenase inhibitor, cyclooxygenase inhibitor",0.583519249658604,"2021018021_7-10; 2021018046_10-18"
"A549","Aloxistatin","protease inhibitor",2.16271066142134,"2021018025_3-3"
"A549","Camostat Mesilate","protease inhibitor",0.47359492147201,"2021018023_2-3; 2021018048_13-12"
"A549","ML161","protease-activated receptor inhibitor",1.01793786003359,"2021018023_16-9"
"A549","Carfilzomib (PR-171)","proteasome inhibitor",4.54280446332636,"2021018023_11-20; 2021018048_7-12"
"A549","ONX-0914 (PR-957)","proteasome inhibitor",4.51355718209239,"2021018024_6-8"
"A549","Oprozomib (ONX 0912)","proteasome inhibitor",4.08025504078512,"2021018024_14-13; 2021018072_2-16"
"A549","CEP-18770 (Delanzomib)","proteasome inhibitor",4.06375087358386,"2021018020_7-10"
"A549","MLN9708","proteasome inhibitor",3.39277076152129,"2021018022_13-11; 2021018138_4-4"
"A549","MLN2238","proteasome inhibitor",3.22478544508106,"2021018022_11-11; 2021018138_2-4"
"A549","Aclacinomycin","proteasome inhibitor",2.6002815049385,"2021018027_9-13; 2021018027_10-13; 2021018027_11-13; 2021018027_12-13; 2021018027_13-13; 2021018028_9-13; 2021018028_10-13; 2021018028_11-13; 2021018028_12-13; 2021018028_13-13; 2021018078_9-13; 2021018078_10-13; 2021018078_11-13; 2021018078_12-13; 2021018078_13-13; 2021018079_9-13; 2021018079_10-13; 2021018079_11-13; 2021018079_12-13; 2021018079_13-13; 2021018192_9-13; 2021018192_10-13; 2021018192_11-13; 2021018192_12-13; 2021018192_13-13; 2021018193_9-13; 2021018193_10-13; 2021018193_11-13; 2021018193_12-13; 2021018193_13-13"
"A549","MG-115","proteasome inhibitor",1.13946650065068,"2021018027_9-16; 2021018027_10-16; 2021018027_11-16; 2021018027_12-16; 2021018027_13-16; 2021018028_9-16; 2021018028_10-16; 2021018028_11-16; 2021018028_12-16; 2021018028_13-16; 2021018078_9-16; 2021018078_10-16; 2021018078_11-16; 2021018078_12-16; 2021018078_13-16; 2021018079_9-16; 2021018079_10-16; 2021018079_11-16; 2021018079_12-16; 2021018079_13-16; 2021018192_9-16; 2021018192_10-16; 2021018192_11-16; 2021018192_12-16; 2021018192_13-16; 2021018193_9-16; 2021018193_10-16; 2021018193_11-16; 2021018193_12-16; 2021018193_13-16"
"A549","Epoxomycin","proteasome inhibitor",1.0479300275593,"2021018027_9-15; 2021018027_10-15; 2021018027_11-15; 2021018027_12-15; 2021018027_13-15; 2021018028_9-15; 2021018028_10-15; 2021018028_11-15; 2021018028_12-15; 2021018028_13-15; 2021018078_9-15; 2021018078_10-15; 2021018078_11-15; 2021018078_12-15; 2021018078_13-15; 2021018079_9-15; 2021018079_10-15; 2021018079_11-15; 2021018079_12-15; 2021018079_13-15; 2021018192_9-15; 2021018192_10-15; 2021018192_11-15; 2021018192_12-15; 2021018192_13-15; 2021018193_9-15; 2021018193_10-15; 2021018193_11-15; 2021018193_12-15; 2021018193_13-15"
"A549","MG-132","proteasome inhibitor",0.779720684914351,"2021018023_1-3; 2021018027_9-17; 2021018027_10-17; 2021018027_11-17; 2021018027_12-17; 2021018027_13-17; 2021018028_9-17; 2021018028_10-17; 2021018028_11-17; 2021018028_12-17; 2021018028_13-17; 2021018078_9-17; 2021018078_10-17; 2021018078_11-17; 2021018078_12-17; 2021018078_13-17; 2021018079_9-17; 2021018079_10-17; 2021018079_11-17; 2021018079_12-17; 2021018079_13-17; 2021018192_9-17; 2021018192_10-17; 2021018192_11-17; 2021018192_12-17; 2021018192_13-17; 2021018193_9-17; 2021018193_10-17; 2021018193_11-17; 2021018193_12-17; 2021018193_13-17"
"A549","Bortezomib","proteasome inhibitor, NFkB pathway inhibitor",3.80473962360001,"2021018020_1-23; 2021018020_7-3; 2021018020_16-2; 2021018021_1-23; 2021018021_16-2; 2021018022_1-23; 2021018022_16-2; 2021018023_1-23; 2021018023_16-2; 2021018024_1-23; 2021018024_16-2; 2021018025_1-23; 2021018025_16-2; 2021018026_1-23; 2021018026_16-2; 2021018027_1-23; 2021018027_9-14; 2021018027_10-14; 2021018027_11-14; 2021018027_12-14; 2021018027_13-14; 2021018027_16-2; 2021018028_1-23; 2021018028_9-14; 2021018028_10-14; 2021018028_11-14; 2021018028_12-14; 2021018028_13-14; 2021018028_16-2; 2021018046_1-23; 2021018046_15-3; 2021018046_16-2; 2021018048_1-23; 2021018048_16-2; 2021018049_1-23; 2021018049_16-2; 2021018070_1-23; 2021018070_16-2; 2021018071_1-23; 2021018071_16-2; 2021018072_1-23; 2021018072_16-2; 2021018073_1-23; 2021018073_16-2; 2021018074_1-23; 2021018074_16-2; 2021018075_1-23; 2021018075_16-2; 2021018076_1-23; 2021018076_16-2; 2021018077_1-23; 2021018077_16-2; 2021018078_1-23; 2021018078_9-14; 2021018078_10-14; 2021018078_11-14; 2021018078_12-14; 2021018078_13-14; 2021018078_16-2; 2021018079_1-23; 2021018079_9-14; 2021018079_10-14; 2021018079_11-14; 2021018079_12-14; 2021018079_13-14; 2021018079_16-2; 2021018138_1-23; 2021018138_16-2; 2021018192_1-23; 2021018192_9-14; 2021018192_10-14; 2021018192_11-14; 2021018192_12-14; 2021018192_13-14; 2021018192_16-2; 2021018193_1-23; 2021018193_9-14; 2021018193_10-14; 2021018193_11-14; 2021018193_12-14; 2021018193_13-14; 2021018193_16-2"
"A549","Go 6983","protein kinase inhibitor",1.79704725320624,"2021018023_6-9"
"A549","Daphnetin","protein kinase inhibitor",0.685605489311765,"2021018022_8-14; 2021018048_2-9"
"A549","Homoharringtonine","protein synthesis inhibitor",3.33946093053907,"2021018073_8-6"
"A549","Harringtonine","protein synthesis inhibitor",3.22626975411557,"2021018073_11-10"
"A549","Brefeldin A","protein synthesis inhibitor",2.69265629998636,"2021018024_10-13; 2021018027_3-18; 2021018027_4-18; 2021018027_5-18; 2021018027_6-18; 2021018027_7-18; 2021018028_3-18; 2021018028_4-18; 2021018028_5-18; 2021018028_6-18; 2021018028_7-18; 2021018078_3-18; 2021018078_4-18; 2021018078_5-18; 2021018078_6-18; 2021018078_7-18; 2021018079_3-18; 2021018079_4-18; 2021018079_5-18; 2021018079_6-18; 2021018079_7-18; 2021018192_3-18; 2021018192_4-18; 2021018192_5-18; 2021018192_6-18; 2021018192_7-18; 2021018193_3-18; 2021018193_4-18; 2021018193_5-18; 2021018193_6-18; 2021018193_7-18"
"A549","Solithromycin","protein synthesis inhibitor",1.88456949575417,"2021018071_1-20"
"A549","Clofoctol","protein synthesis inhibitor",1.84105475343396,"2021018070_12-15"
"A549","Midecamycin","protein synthesis inhibitor",1.5885912310997,"2021018072_1-17"
"A549","Retapamulin","protein synthesis inhibitor",1.44115929082677,"2021018024_11-7; 2021018049_1-20"
"A549","4E1RCat","protein synthesis inhibitor",1.23133701083415,"2021018025_10-4"
"A549","Azomycin","protein synthesis inhibitor",1.17598872663127,"2021018022_1-6"
"A549","4EGI-1","protein synthesis inhibitor",1.16639744876253,"2021018025_8-4"
"A549","Etretinate","protein synthesis inhibitor",0.991479410678087,"2021018070_16-12"
"A549","Isepamicin Sulphate","protein synthesis inhibitor",0.945683232223956,"2021018075_16-11"
"A549","Tylosin","protein synthesis inhibitor",0.936436287445416,"2021018023_10-12; 2021018048_8-14; 2021018071_16-21"
"A549","Rifabutin","protein synthesis inhibitor",0.706716582015976,"2021018021_5-20; 2021018138_9-7"
"A549","Clindamycin Phosphate","protein synthesis inhibitor",0.654154089016939,"2021018075_11-11"
"A549","Florfenicol","protein synthesis inhibitor",0.640050587211536,"2021018024_5-14; 2021018070_13-3"
"A549","Tedizolid Phosphate","protein synthesis inhibitor",0.638182689946519,"2021018070_11-22"
"A549","Clindamycin HCl","protein synthesis inhibitor",0.563002852873298,"2021018022_6-17; 2021018048_15-11"
"A549","Clindamycin alcoholate","protein synthesis inhibitor",0.414175959975447,"2021018071_6-20"
"A549","Tedizolid","protein synthesis inhibitor, bacterial 50S ribosomal subunit inhibitor",1.13098741763145,"2021018071_5-20"
"A549","Clindamycin","protein synthesis inhibitor, bacterial 50S ribosomal subunit inhibitor",0.544004614120798,"2021018023_7-18; 2021018048_15-10"
"A549","Malotilate","protein synthesis stimulant",0.925291672433957,"2021018020_5-6; 2021018046_7-13"
"A549","Adenine HCl","protein synthesis stimulant",0.568176219981934,"2021018021_12-6; 2021018138_10-17"
"A549","Nicotinamide (Vitamin B3)","protein synthesis stimulant",0.558501751438268,"2021018021_4-17; 2021018138_14-7"
"A549","Dehydroepiandrosterone (DHEA)","protein synthesis stimulant",0.423711521533439,"2021018022_12-22; 2021018048_16-15"
"A549","PP121","protein tyrosine kinase inhibitor",5.04067242801672,"2021018023_7-3"
"A549","TAE226 (NVP-TAE226)","protein tyrosine kinase inhibitor",3.01446331862728,"2021018023_7-16"
"A549","Mubritinib (TAK 165)","protein tyrosine kinase inhibitor",1.76053483499972,"2021018022_3-17"
"A549","Biochanin A","protein tyrosine kinase inhibitor",0.936012380243949,"2021018022_12-3"
"A549","Rheochrysidin","protein tyrosine kinase inhibitor",0.527778760976451,"2021018022_16-7"
"A549","AC480 (BMS-599626)","protein tyrosine kinase inhibitor, EGFR inhibitor",1.46690315760652,"2021018020_11-11"
"A549","CP-724714","protein tyrosine kinase inhibitor, EGFR inhibitor",1.33173572872678,"2021018020_7-12"
"A549","PP1","protein tyrosine kinase inhibitor, src inhibitor",3.39426868397171,"2021018024_4-15"
"A549","Tyrphostin 9","protein tyrosine kinase inhibitor, tyrosine kinase inhibitor",2.48880173726002,"2021018023_12-5"
"A549","Entrectinib (RXDX-101)","proto-oncogene tyrosine protein kinase inhibitor, ALK tyrosine kinase receptor inhibitor",3.74100019815377,"2021018073_14-3"
"A549","Zinc Pyrithione","proton pump inhibitor",4.91228830460376,"2021018024_7-11; 2021018049_15-22"
"A549","Ilaprazole","proton pump inhibitor",1.56794788434368,"2021018049_1-9"
"A549","Omeprazole Sodium","proton pump inhibitor",1.11073128967878,"2021018072_16-7"
"A549","Ilaprazole sodium","proton pump inhibitor",0.927203026409856,"2021018072_15-7"
"A549","NEXIUM (esomeprazole magnesium)","proton pump inhibitor",0.826982220091827,"2021018138_13-7"
"A549","Pantoprazole sodium","proton pump inhibitor",0.778709464961685,"2021018070_11-4"
"A549","Rebeprazole sodium","proton pump inhibitor",0.640414225630621,"2021018070_14-6"
"A549","Haloperidol Decanoate","psychoactive drug",1.13011789022238,"2021018073_3-22"
"A549","Fipexide hydrochloride","psychoactive drug",1.1277025447839,"2021018074_13-11"
"A549","Haloperidol","psychoactive drug, dopamine receptor antagonist",0.558187792377969,"2021018021_2-21; 2021018138_10-11"
"A549","Thioguanine","purine antagonist",2.49347063114299,"2021018138_15-11"
"A549","Azaguanine-8","purine antagonist",0.833463177547599,"2021018024_7-12"
"A549","6-Mercaptopurine (6-MP) Monohydrate","purine antagonist, protein synthesis inhibitor, immunosuppressant",0.567072347611172,"2021018020_12-15; 2021018046_2-15; 2021018070_2-19"
"A549","Clopidogrel","purinergic receptor antagonist",1.86838997758639,"2021018020_4-12; 2021018046_13-8"
"A549","Ticagrelor","purinergic receptor antagonist",1.15515564364292,"2021018024_15-11; 2021018049_8-4"
"A549","Cangrelor Tetrasodium","purinergic receptor antagonist",1.06913938304642,"2021018075_6-3"
"A549","Ticlopidine HCl","purinergic receptor antagonist",1.01805671748504,"2021018021_14-6; 2021018075_15-9"
"A549","MRS 2578","purinergic receptor antagonist",0.937145110853569,"2021018023_15-20"
"A549","Diquafosol Tetrasodium","purinergic receptor antagonist",0.679536146718276,"2021018075_5-22"
"A549","Prasugrel Hydrochloride","purinergic receptor antagonist",0.511984855884736,"2021018020_14-7; 2021018046_4-9; 2021018070_3-22"
"A549","CPI-613","pyruvate dehydrogenase inhibitor",0.466336315187972,"2021018023_1-8; 2021018048_11-6"
"A549","BX-912","pyruvate dehydrogenase kinase inhibitor",3.49683212613599,"2021018020_2-11"
"A549","AZD7545","pyruvate dehydrogenase kinase inhibitor",1.800598806693,"2021018025_9-9"
"A549","Nitazoxanide","pyruvate ferredoxin oxidoreductase inhibitor",1.0799932347379,"2021018021_11-21; 2021018046_14-8"
"A549","Mitapivat","pyruvate kinase isozyme activator",0.91361299825187,"2021018074_7-13"
"A549","Gadodiamide","radiopaque medium",1.54619281329006,"2021018021_15-20"
"A549","Iopromide","radiopaque medium",0.997328580149225,"2021018048_8-20"
"A549","Gadodiamide Hydrate","radiopaque medium",0.805193918504693,"2021018075_3-9"
"A549","Ioversol","radiopaque medium",0.63794590865839,"2021018071_14-5"
"A549","Iopamidol","radiopaque medium",0.570988395673764,"2021018070_5-4"
"A549","ZM 336372","RAF inhibitor",2.66035349182074,"2021018023_3-19"
"A549","CEP-32496","RAF inhibitor",2.39733178876598,"2021018025_3-13"
"A549","MLN2480","RAF inhibitor",2.11483239848688,"2021018072_16-16"
"A549","TAK-632","RAF inhibitor",2.08223804405723,"2021018024_6-18"
"A549","AZ 628","RAF inhibitor",2.01956460032128,"2021018025_6-9"
"A549","LGX818","RAF inhibitor",1.78314761227555,"2021018024_12-19"
"A549","SB590885","RAF inhibitor",1.62994078611124,"2021018022_11-17"
"A549","Dabrafenib (GSK2118436)","RAF inhibitor",1.547064901121,"2021018023_1-14; 2021018048_15-8"
"A549","PLX-4720","RAF inhibitor",1.39617220595538,"2021018020_13-8"
"A549","Vemurafenib (PLX4032. RG7204)","RAF inhibitor",1.3010356586286,"2021018020_12-9; 2021018046_12-9"
"A549","Dabrafenib Mesylate","RAF inhibitor",1.2290112713289,"2021018071_8-15"
"A549","GDC-0879","RAF inhibitor",0.880226535847335,"2021018020_3-21"
"A549","GW5074","RAF inhibitor, leucine rich repeat kinase inhibitor",1.00780498300039,"2021018025_16-11; 2021018048_11-12"
"A549","Azeliragon","RAGE receptor antagonist",4.65898814459274,"2021018074_13-3"
"A549","EHop-016","Ras GTPase inhibitor",2.84213470108189,"2021018024_8-20"
"A549","NSC 23766","Ras GTPase inhibitor",0.978248484475147,"2021018025_9-15"
"A549","Amifostine","reducing agent",1.18609002667568,"2021018075_4-13"
"A549","Thioctic acid","reducing agent",0.518725271703045,"2021018049_5-8"
"A549","Tiopronin","reducing agent, chelating agent",0.578843819247673,"2021018021_14-18; 2021018138_3-10"
"A549","Aliskiren Hemifumarate","renin inhibitor",0.577786787403176,"2021018022_1-15; 2021018072_9-6; 2021018138_10-4"
"A549","Selpercatinib (LOXO-292. ARRY-192)","RET inhibitor",2.70757792057115,"2021018074_8-5"
"A549","Apatinib","RET tyrosine kinase inhibitor",1.12122891316785,"2021018022_13-17"
"A549","Adapalene","retinoid receptor agonist",1.71309318808428,"2021018020_4-11; 2021018046_16-9"
"A549","Acitretin","retinoid receptor agonist",1.43759471416194,"2021018020_4-4; 2021018046_4-21"
"A549","TTNPB (Arotinoid Acid)","retinoid receptor agonist",1.3911411057958,"2021018024_10-5"
"A549","Tamibarotene","retinoid receptor agonist",1.35487904617393,"2021018024_8-3; 2021018070_7-15"
"A549","Bexarotene","retinoid receptor agonist",1.13609011760124,"2021018025_7-20; 2021018138_15-14"
"A549","Tazarotene","retinoid receptor agonist",1.13011193705319,"2021018021_9-13; 2021018046_13-22"
"A549","Isotretinoin","retinoid receptor agonist",0.802504426477719,"2021018020_2-6; 2021018046_16-21"
"A549","Fenretinide","retinoid receptor agonist, apoptosis stimulant",2.87160862877812,"2021018071_7-14"
"A549","Tretinoin","retinoid receptor agonist, retinoid receptor ligand",1.06660938683387,"2021018021_3-6; 2021018046_6-14"
"A549","Vitamin A","retinoid receptor ligand",1.05781278303654,"2021018072_3-21"
"A549","Y-27632 2HCl","rho associated kinase inhibitor",3.31797235934144,"2021018020_3-11"
"A549","KD025 (SLx-2119)","rho associated kinase inhibitor",3.23033621786906,"2021018073_5-21"
"A549","Y-39983 HCl","rho associated kinase inhibitor",3.04620533153795,"2021018073_3-21"
"A549","GSK429286A","rho associated kinase inhibitor",1.67785873948024,"2021018020_2-22"
"A549","RKI-1447","rho associated kinase inhibitor",1.5398133466789,"2021018024_4-10"
"A549","Thiazovivin","rho associated kinase inhibitor",1.18238608742246,"2021018020_12-18"
"A549","Ripasudil (K-115) hydrochloride dihydrate","rho associated kinase inhibitor",0.782858895470062,"2021018073_12-3"
"A549","Fasudil (HA-1077) HCl","rho associated kinase inhibitor",0.692547163602588,"2021018021_15-13; 2021018046_15-22"
"A549","Cytarabine","ribonucleotide reductase inhibitor",2.74342293718418,"2021018021_11-4; 2021018075_15-7"
"A549","Triapine","ribonucleotide reductase inhibitor",2.7146174962731,"2021018025_5-7; 2021018073_1-5"
"A549","Clofarabine","ribonucleotide reductase inhibitor",2.61034417251652,"2021018025_3-8; 2021018046_8-3"
"A549","Gemcitabine","ribonucleotide reductase inhibitor",2.4229350687184,"2021018020_1-2; 2021018020_16-23; 2021018021_1-2; 2021018021_13-14; 2021018021_16-23; 2021018022_1-2; 2021018022_16-23; 2021018023_1-2; 2021018023_16-23; 2021018024_1-2; 2021018024_16-23; 2021018025_1-2; 2021018025_16-23; 2021018026_1-2; 2021018026_16-23; 2021018027_1-2; 2021018027_9-6; 2021018027_10-6; 2021018027_11-6; 2021018027_12-6; 2021018027_13-6; 2021018027_16-23; 2021018028_1-2; 2021018028_9-6; 2021018028_10-6; 2021018028_11-6; 2021018028_12-6; 2021018028_13-6; 2021018028_16-23; 2021018046_1-2; 2021018046_16-22; 2021018046_16-23; 2021018048_1-2; 2021018048_16-23; 2021018049_1-2; 2021018049_16-23; 2021018070_1-2; 2021018070_16-23; 2021018071_1-2; 2021018071_16-23; 2021018072_1-2; 2021018072_16-23; 2021018073_1-2; 2021018073_16-23; 2021018074_1-2; 2021018074_16-23; 2021018075_1-2; 2021018075_7-3; 2021018075_16-23; 2021018076_1-2; 2021018076_16-23; 2021018077_1-2; 2021018077_16-23; 2021018078_1-2; 2021018078_9-6; 2021018078_10-6; 2021018078_11-6; 2021018078_12-6; 2021018078_13-6; 2021018078_16-23; 2021018079_1-2; 2021018079_9-6; 2021018079_10-6; 2021018079_11-6; 2021018079_12-6; 2021018079_13-6; 2021018079_16-23; 2021018138_1-2; 2021018138_16-23; 2021018192_1-2; 2021018192_9-6; 2021018192_10-6; 2021018192_11-6; 2021018192_12-6; 2021018192_13-6; 2021018192_16-23; 2021018193_1-2; 2021018193_9-6; 2021018193_10-6; 2021018193_11-6; 2021018193_12-6; 2021018193_13-6; 2021018193_16-23"
"A549","Fludarabine","ribonucleotide reductase inhibitor",1.58680176418069,"2021018046_9-16"
"A549","Fludarabine Phosphate","ribonucleotide reductase inhibitor",1.13804659083636,"2021018020_10-3; 2021018046_4-5"
"A549","Osalmid","ribonucleotide reductase inhibitor",0.63166639345249,"2021018049_3-5"
"A549","Cytidine","ribonucleotide reductase inhibitor",0.470200258732851,"2021018021_16-16; 2021018138_3-8"
"A549","Hydroxyurea","ribonucleotide reductase inhibitor",0.452307896108366,"2021018021_14-15; 2021018138_8-7"
"A549","Cladribine","ribonucleotide reductase inhibitor, adenosine deaminase inhibitor",3.0900515538324,"2021018020_15-18; 2021018046_13-19"
"A549","BI-D1870","ribosomal protein inhibitor",1.8359570161874,"2021018023_15-18"
"A549","PF-4708671","ribosomal protein inhibitor",0.741476908019532,"2021018022_13-9"
"A549","Necrostatin-1","RIPK inhibitor",1.61049209859095,"2021018025_3-17"
"A549","GSK2982772","RIPK inhibitor",1.15375478182382,"2021018073_14-17"
"A549","CX-5461","RNA polymerase inhibitor",3.25219827678422,"2021018076_15-21"
"A549","Triptolide (PG490)","RNA polymerase inhibitor",3.05445218059051,"2021018023_8-20; 2021018048_14-20"
"A549","Fidaxomicin","RNA polymerase inhibitor",1.88801982092251,"2021018024_15-18; 2021018070_5-9"
"A549","Rifapentine","RNA polymerase inhibitor",0.800736477365285,"2021018021_5-22; 2021018138_13-9"
"A549","Favipiravir (T-705)","RNA polymerase inhibitor",0.514999093926794,"2021018073_8-3"
"A549","Rifampin","RNA polymerase inhibitor",0.37285007484384,"2021018021_13-22; 2021018138_5-11"
"A549","Rifaximin","RNA synthesis inhibitor",0.547841287755916,"2021018021_6-3; 2021018138_3-15"
"A549","Rimantadine Hydrochloride","RNA synthesis inhibitor, antiviral",0.926914851464503,"2021018072_3-5"
"A549","Rimantadine","RNA synthesis inhibitor, antiviral",0.766226065172435,"2021018021_6-4; 2021018138_8-15"
"A549","GSK2981278","ROR modulator",1.5569570307674,"2021018074_1-15"
"A549","Chlorocresol","ryanodine receptor activator",0.712232760831323,"2021018024_5-16; 2021018070_11-5"
"A549","Varespladib (LY315920)","secretory phospholipase inhibitor",1.13227013250998,"2021018020_15-21"
"A549","Bazedoxifene Acetate","selective estrogen receptor modulator (SERM)",4.77713488020189,"2021018138_5-22"
"A549","Bazedoxifene HCl","selective estrogen receptor modulator (SERM)",2.72653242893638,"2021018022_15-5; 2021018138_9-20"
"A549","Lasofoxifene Tartrate","selective estrogen receptor modulator (SERM)",2.4231018138694,"2021018074_8-7"
"A549","Ospemifene","selective estrogen receptor modulator (SERM)",1.28918658927401,"2021018070_11-19"
"A549","Raloxifene","selective estrogen receptor modulator (SERM), estrogen receptor antagonist",1.94711070746374,"2021018020_6-3; 2021018046_2-5; 2021018072_9-8"
"A549","Tamoxifen Citrate","selective estrogen receptor modulator (SERM), estrogen receptor antagonist",1.93087061531044,"2021018021_14-4; 2021018046_16-5; 2021018138_16-15"
"A549","Toremifene Citrate","selective estrogen receptor modulator (SERM), estrogen receptor antagonist",1.42689832881858,"2021018025_9-16; 2021018138_3-13"
"A549","Tianeptine sodium","selective serotonin reuptake enhancer (SSRE)",0.598310568030266,"2021018020_4-14; 2021018046_11-10; 2021018071_10-19"
"A549","Sertraline HCl","selective serotonin reuptake inhibitor (SSRI)",1.41996703231803,"2021018024_7-7; 2021018049_13-18"
"A549","Paroxetine mesylate","selective serotonin reuptake inhibitor (SSRI)",1.28397803334116,"2021018071_13-14"
"A549","Paroxetine HCl","selective serotonin reuptake inhibitor (SSRI)",1.13596849394343,"2021018023_16-13; 2021018048_7-16"
"A549","Citalopram HBr","selective serotonin reuptake inhibitor (SSRI)",1.0398606089282,"2021018070_12-18"
"A549","Fluoxetine HCl","selective serotonin reuptake inhibitor (SSRI)",0.883564030618332,"2021018020_6-19; 2021018046_8-17"
"A549","Escitalopram Oxalate","selective serotonin reuptake inhibitor (SSRI)",0.864810960244817,"2021018024_7-9; 2021018049_1-22"
"A549","Fluvoxamine maleate","selective serotonin reuptake inhibitor (SSRI)",0.723158368815603,"2021018020_10-19; 2021018046_12-17"
"A549","Dapoxetine HCl","selective serotonin reuptake inhibitor (SSRI)",0.424035821839055,"2021018021_2-13; 2021018138_14-3"
